"Quantidade de vendas por dia","listItems.itemsId.keyword: Descending",Count
"2019-06-10",7100076,4
"2019-06-10",7300022,4
"2019-06-10",9010,4
"2019-06-10",9013,4
"2019-06-10",9052,4
"2019-06-10",9105,4
"2019-06-10",5000413,3
"2019-06-10",6017,3
"2019-06-10",7100075,3
"2019-06-10",7100078,3
"2019-06-10",9049,3
"2019-06-10",9103,3
"2019-06-10",20007,2
"2019-06-10",20008,2
"2019-06-10",2610,2
"2019-06-10",6019,2
"2019-06-10",7300016,2
"2019-06-10",8000041,2
"2019-06-10",8000048,2
"2019-06-10",8700004,2
"2019-06-10",8800002,2
"2019-06-10",9059,2
"2019-06-10",9106,2
"2019-06-10",1806,1
"2019-06-10",2050,1
"2019-06-10",27002,1
"2019-06-10",6021,1
"2019-06-10",6027,1
"2019-06-10",6028,1
"2019-06-10",7100058,1
"2019-06-10",7300018,1
"2019-06-10",7300021,1
"2019-06-10",7700021,1
"2019-06-10",7700048,1
"2019-06-10",7700057,1
"2019-06-10",7700058,1
"2019-06-10",8000037,1
"2019-06-10",8000040,1
"2019-06-10",8000049,1
"2019-06-10",8600002,1
"2019-06-10",8700005,1
"2019-06-10",8700019,1
"2019-06-10",8800001,1
"2019-06-10",9014,1
"2019-06-11",9008,451
"2019-06-11",6012,318
"2019-06-11",7100023,107
"2019-06-11",1050,100
"2019-06-11",2106,94
"2019-06-11",1804,74
"2019-06-11",6011,60
"2019-06-11",6013,55
"2019-06-11",2700,47
"2019-06-11",7100022,39
"2019-06-11",8000007,39
"2019-06-11",8800008,39
"2019-06-11",1700,35
"2019-06-11",7300014,34
"2019-06-11",20002,26
"2019-06-11",8000012,26
"2019-06-11",7300024,24
"2019-06-11",7100036,23
"2019-06-11",1052,20
"2019-06-11",1600,18
"2019-06-11",8000001,18
"2019-06-11",2100,17
"2019-06-11",2604,17
"2019-06-11",6020,17
"2019-06-11",20006,16
"2019-06-11",6522,15
"2019-06-11",20000,14
"2019-06-11",7700020,14
"2019-06-11",8700017,14
"2019-06-11",8000013,13
"2019-06-11",8000043,13
"2019-06-11",8000045,13
"2019-06-11",8700020,13
"2019-06-11",30000,12
"2019-06-11",7100021,12
"2019-06-11",7900006,12
"2019-06-11",7300001,11
"2019-06-11",7100033,10
"2019-06-11",7100079,10
"2019-06-11",9058,10
"2019-06-11",5000074,9
"2019-06-11",7100057,9
"2019-06-11",2064,8
"2019-06-11",7100078,8
"2019-06-11",7300015,8
"2019-06-11",2602,7
"2019-06-11",6508,7
"2019-06-11",7100074,7
"2019-06-11",7700016,7
"2019-06-11",7700017,7
"2019-06-11",7700019,7
"2019-06-11",8800010,7
"2019-06-11",2612,6
"2019-06-11",7100055,6
"2019-06-11",7100056,6
"2019-06-11",7100061,6
"2019-06-11",7100075,6
"2019-06-11",8000040,6
"2019-06-11",5000413,5
"2019-06-11",7300018,5
"2019-06-11",7300025,5
"2019-06-11",6000072,4
"2019-06-11",6017,4
"2019-06-11",6019,4
"2019-06-11",8800001,4
"2019-06-11",9049,4
"2019-06-11",7100060,3
"2019-06-11",7700021,3
"2019-06-11",8000041,3
"2019-06-11",9013,3
"2019-06-11",9059,3
"2019-06-11",9105,3
"2019-06-11",2050,2
"2019-06-11",2610,2
"2019-06-11",27002,2
"2019-06-11",5000076,2
"2019-06-11",6021,2
"2019-06-11",8800002,2
"2019-06-11",9052,2
"2019-06-11",20008,1
"2019-06-11",5000891,1
"2019-06-11",6018,1
"2019-06-11",7100058,1
"2019-06-11",7100059,1
"2019-06-11",7100062,1
"2019-06-11",7100076,1
"2019-06-11",7300021,1
"2019-06-11",7300022,1
"2019-06-11",7700048,1
"2019-06-11",7700063,1
"2019-06-11",7700067,1
"2019-06-11",8000032,1
"2019-06-11",8000061,1
"2019-06-11",8550011,1
"2019-06-11",8600011,1
"2019-06-11",8600012,1
"2019-06-11",8700004,1
"2019-06-11",8700006,1
"2019-06-11",8700009,1
"2019-06-11",8700010,1
"2019-06-11",8700014,1
"2019-06-11",8800009,1
"2019-06-11",9010,1
"2019-06-11",9011,1
"2019-06-11",9103,1
"2019-06-11",9106,1
"2019-06-12",9008,519
"2019-06-12",6012,352
"2019-06-12",1804,121
"2019-06-12",2106,114
"2019-06-12",1050,102
"2019-06-12",7100023,94
"2019-06-12",6013,81
"2019-06-12",2700,60
"2019-06-12",6011,54
"2019-06-12",8800008,48
"2019-06-12",1700,47
"2019-06-12",6020,44
"2019-06-12",7300014,43
"2019-06-12",7300015,38
"2019-06-12",8000007,38
"2019-06-12",7100022,36
"2019-06-12",7300001,31
"2019-06-12",7100036,29
"2019-06-12",8000045,29
"2019-06-12",20006,28
"2019-06-12",8700017,26
"2019-06-12",20002,24
"2019-06-12",7100021,23
"2019-06-12",8000012,23
"2019-06-12",8700020,22
"2019-06-12",2604,21
"2019-06-12",7100057,21
"2019-06-12",8000013,21
"2019-06-12",1052,20
"2019-06-12",7700020,20
"2019-06-12",8000043,20
"2019-06-12",1600,19
"2019-06-12",7300024,18
"2019-06-12",9010,18
"2019-06-12",20000,15
"2019-06-12",6522,14
"2019-06-12",7100033,14
"2019-06-12",7700016,13
"2019-06-12",8000001,13
"2019-06-12",2612,11
"2019-06-12",7100061,11
"2019-06-12",7100074,11
"2019-06-12",7100075,11
"2019-06-12",7100079,11
"2019-06-12",9013,11
"2019-06-12",2602,10
"2019-06-12",7100078,10
"2019-06-12",7700017,10
"2019-06-12",8000040,10
"2019-06-12",30000,9
"2019-06-12",7100060,9
"2019-06-12",7900006,9
"2019-06-12",2100,8
"2019-06-12",2610,8
"2019-06-12",8800010,8
"2019-06-12",9058,8
"2019-06-12",2064,7
"2019-06-12",5000891,7
"2019-06-12",9106,7
"2019-06-12",20008,6
"2019-06-12",7100058,6
"2019-06-12",8800002,6
"2019-06-12",5000074,5
"2019-06-12",7100055,5
"2019-06-12",7700019,5
"2019-06-12",9052,5
"2019-06-12",6017,4
"2019-06-12",7100056,4
"2019-06-12",7700021,4
"2019-06-12",9103,4
"2019-06-12",9105,4
"2019-06-12",5000413,3
"2019-06-12",6000072,3
"2019-06-12",6018,3
"2019-06-12",6019,3
"2019-06-12",6508,3
"2019-06-12",7300018,3
"2019-06-12",7300022,3
"2019-06-12",8800001,3
"2019-06-12",1806,2
"2019-06-12",7100062,2
"2019-06-12",8000061,2
"2019-06-12",8550011,2
"2019-06-12",8600011,2
"2019-06-12",9049,2
"2019-06-12",9055,2
"2019-06-12",2050,1
"2019-06-12",5000076,1
"2019-06-12",6021,1
"2019-06-12",6025,1
"2019-06-12",7100059,1
"2019-06-12",7100076,1
"2019-06-12",7300016,1
"2019-06-12",7700055,1
"2019-06-12",8000041,1
"2019-06-12",8000046,1
"2019-06-12",8000048,1
"2019-06-12",8600009,1
"2019-06-12",8600010,1
"2019-06-12",8600016,1
"2019-06-12",9011,1
"2019-06-12",9059,1
"2019-06-13",9008,450
"2019-06-13",6012,311
"2019-06-13",2106,117
"2019-06-13",7100023,99
"2019-06-13",1050,96
"2019-06-13",1804,76
"2019-06-13",6011,63
"2019-06-13",6013,62
"2019-06-13",2700,60
"2019-06-13",1700,47
"2019-06-13",8800008,45
"2019-06-13",6020,38
"2019-06-13",7100022,34
"2019-06-13",7300014,30
"2019-06-13",20006,29
"2019-06-13",7100036,29
"2019-06-13",1052,26
"2019-06-13",1600,26
"2019-06-13",7100021,24
"2019-06-13",2100,23
"2019-06-13",8000007,23
"2019-06-13",20002,19
"2019-06-13",8700017,19
"2019-06-13",30000,18
"2019-06-13",7900006,18
"2019-06-13",2064,17
"2019-06-13",7300024,17
"2019-06-13",7300015,16
"2019-06-13",7100033,14
"2019-06-13",20000,13
"2019-06-13",6522,13
"2019-06-13",7100075,13
"2019-06-13",7700020,13
"2019-06-13",9058,13
"2019-06-13",7100057,12
"2019-06-13",7300001,12
"2019-06-13",8700020,12
"2019-06-13",9103,11
"2019-06-13",2604,10
"2019-06-13",7100078,10
"2019-06-13",8000001,10
"2019-06-13",5000413,9
"2019-06-13",7100060,9
"2019-06-13",7100061,9
"2019-06-13",7700016,9
"2019-06-13",6000072,8
"2019-06-13",7100079,8
"2019-06-13",7700017,8
"2019-06-13",8000043,8
"2019-06-13",9010,8
"2019-06-13",2602,7
"2019-06-13",6508,7
"2019-06-13",9106,7
"2019-06-13",2612,6
"2019-06-13",7300018,6
"2019-06-13",7300022,6
"2019-06-13",6018,5
"2019-06-13",7100056,5
"2019-06-13",7700019,5
"2019-06-13",8000013,5
"2019-06-13",8000045,5
"2019-06-13",9013,5
"2019-06-13",20008,4
"2019-06-13",5000891,4
"2019-06-13",6017,4
"2019-06-13",7100055,4
"2019-06-13",7100059,4
"2019-06-13",8000040,4
"2019-06-13",8700004,4
"2019-06-13",9049,4
"2019-06-13",9052,4
"2019-06-13",2050,3
"2019-06-13",5000074,3
"2019-06-13",6019,3
"2019-06-13",7100058,3
"2019-06-13",7100074,3
"2019-06-13",8000046,3
"2019-06-13",8800010,3
"2019-06-13",9105,3
"2019-06-13",5000076,2
"2019-06-13",6025,2
"2019-06-13",7100062,2
"2019-06-13",7300016,2
"2019-06-13",7300025,2
"2019-06-13",7700021,2
"2019-06-13",8800001,2
"2019-06-13",8800002,2
"2019-06-13",9011,2
"2019-06-13",1806,1
"2019-06-13",2610,1
"2019-06-13",27001,1
"2019-06-13",27002,1
"2019-06-13",7300021,1
"2019-06-13",7700055,1
"2019-06-13",8000012,1
"2019-06-13",8000041,1
"2019-06-13",8000061,1
"2019-06-13",8550011,1
"2019-06-13",8600011,1
"2019-06-13",8700002,1
"2019-06-13",8700006,1
"2019-06-13",8700007,1
"2019-06-13",8700011,1
"2019-06-13",9014,1
"2019-06-13",9055,1
"2019-06-14",9008,521
"2019-06-14",6012,367
"2019-06-14",1050,128
"2019-06-14",2106,92
"2019-06-14",1804,78
"2019-06-14",7100023,77
"2019-06-14",6013,69
"2019-06-14",6011,65
"2019-06-14",7100022,56
"2019-06-14",8000007,53
"2019-06-14",1700,51
"2019-06-14",2700,45
"2019-06-14",20006,37
"2019-06-14",7300014,35
"2019-06-14",8800008,35
"2019-06-14",1052,32
"2019-06-14",6020,29
"2019-06-14",7100021,29
"2019-06-14",1600,28
"2019-06-14",2100,26
"2019-06-14",8000001,25
"2019-06-14",7100036,23
"2019-06-14",7300015,23
"2019-06-14",7300001,21
"2019-06-14",20000,20
"2019-06-14",2064,19
"2019-06-14",30000,19
"2019-06-14",7100033,19
"2019-06-14",7900006,19
"2019-06-14",7300024,18
"2019-06-14",8000043,18
"2019-06-14",8700020,18
"2019-06-14",20002,17
"2019-06-14",8000045,17
"2019-06-14",6522,16
"2019-06-14",7100057,16
"2019-06-14",7100074,15
"2019-06-14",7100075,15
"2019-06-14",2604,14
"2019-06-14",8700017,14
"2019-06-14",9010,14
"2019-06-14",9058,14
"2019-06-14",7100079,13
"2019-06-14",7700020,13
"2019-06-14",7300018,12
"2019-06-14",7700016,10
"2019-06-14",2602,9
"2019-06-14",7100078,9
"2019-06-14",7700017,9
"2019-06-14",5000413,8
"2019-06-14",6017,8
"2019-06-14",7100056,8
"2019-06-14",7100061,8
"2019-06-14",9103,8
"2019-06-14",9106,8
"2019-06-14",6018,7
"2019-06-14",20008,6
"2019-06-14",2610,6
"2019-06-14",2612,6
"2019-06-14",5000074,6
"2019-06-14",6508,6
"2019-06-14",8800010,6
"2019-06-14",7700021,5
"2019-06-14",6000072,4
"2019-06-14",6019,4
"2019-06-14",7100055,4
"2019-06-14",7100058,4
"2019-06-14",7700019,4
"2019-06-14",8800001,4
"2019-06-14",9052,4
"2019-06-14",9105,4
"2019-06-14",2050,3
"2019-06-14",7100060,3
"2019-06-14",8000040,3
"2019-06-14",8600010,3
"2019-06-14",9011,3
"2019-06-14",9013,3
"2019-06-14",9049,3
"2019-06-14",9059,3
"2019-06-14",5000891,2
"2019-06-14",6021,2
"2019-06-14",7100059,2
"2019-06-14",7100062,2
"2019-06-14",7100076,2
"2019-06-14",7300016,2
"2019-06-14",7300025,2
"2019-06-14",8000041,2
"2019-06-14",8000046,2
"2019-06-14",8000061,2
"2019-06-14",8600009,2
"2019-06-14",8700004,2
"2019-06-14",8800002,2
"2019-06-14",2606,1
"2019-06-14",2614,1
"2019-06-14",27001,1
"2019-06-14",27002,1
"2019-06-14",5000076,1
"2019-06-14",6025,1
"2019-06-14",7300022,1
"2019-06-14",7700057,1
"2019-06-14",8000012,1
"2019-06-14",8000013,1
"2019-06-14",8000037,1
"2019-06-14",8600011,1
"2019-06-14",8600016,1
"2019-06-14",8700001,1
"2019-06-14",8700006,1
"2019-06-14",8700007,1
"2019-06-14",8700019,1
"2019-06-15",9008,689
"2019-06-15",6012,505
"2019-06-15",1050,155
"2019-06-15",7100023,144
"2019-06-15",2106,141
"2019-06-15",1804,132
"2019-06-15",6013,95
"2019-06-15",6011,93
"2019-06-15",7100022,69
"2019-06-15",7300014,56
"2019-06-15",1700,53
"2019-06-15",7300001,51
"2019-06-15",2100,48
"2019-06-15",8000007,43
"2019-06-15",30000,39
"2019-06-15",7900006,39
"2019-06-15",20000,38
"2019-06-15",7100036,37
"2019-06-15",20002,36
"2019-06-15",8800008,34
"2019-06-15",8700020,33
"2019-06-15",2064,32
"2019-06-15",2604,32
"2019-06-15",9058,32
"2019-06-15",1600,31
"2019-06-15",2700,31
"2019-06-15",20006,30
"2019-06-15",6020,30
"2019-06-15",7100021,30
"2019-06-15",7100075,28
"2019-06-15",7300024,26
"2019-06-15",7700020,26
"2019-06-15",1052,22
"2019-06-15",7100033,22
"2019-06-15",7100057,22
"2019-06-15",8000012,22
"2019-06-15",8000043,22
"2019-06-15",8700017,22
"2019-06-15",6522,21
"2019-06-15",8000001,20
"2019-06-15",8000045,19
"2019-06-15",7700048,18
"2019-06-15",9049,17
"2019-06-15",6508,16
"2019-06-15",7100079,14
"2019-06-15",7700016,14
"2019-06-15",8000013,14
"2019-06-15",7700019,13
"2019-06-15",2602,12
"2019-06-15",7100061,12
"2019-06-15",7300015,12
"2019-06-15",2612,11
"2019-06-15",7100055,11
"2019-06-15",7100056,11
"2019-06-15",7100078,11
"2019-06-15",7700017,11
"2019-06-15",5000074,9
"2019-06-15",7100060,9
"2019-06-15",9010,9
"2019-06-15",5000413,8
"2019-06-15",6000072,8
"2019-06-15",7100074,8
"2019-06-15",8000032,8
"2019-06-15",8800010,8
"2019-06-15",9105,8
"2019-06-15",6017,7
"2019-06-15",7700021,7
"2019-06-15",8000040,7
"2019-06-15",2050,6
"2019-06-15",7100058,6
"2019-06-15",9103,5
"2019-06-15",9106,5
"2019-06-15",2610,4
"2019-06-15",7300018,4
"2019-06-15",8000037,4
"2019-06-15",8000047,4
"2019-06-15",9052,4
"2019-06-15",5000891,3
"2019-06-15",6018,3
"2019-06-15",6019,3
"2019-06-15",7700050,3
"2019-06-15",20008,2
"2019-06-15",2614,2
"2019-06-15",7700058,2
"2019-06-15",8000041,2
"2019-06-15",8000046,2
"2019-06-15",8600010,2
"2019-06-15",8800001,2
"2019-06-15",8800002,2
"2019-06-15",5000076,1
"2019-06-15",6021,1
"2019-06-15",7100059,1
"2019-06-15",7100062,1
"2019-06-15",7100076,1
"2019-06-15",7300016,1
"2019-06-15",7300022,1
"2019-06-15",7700049,1
"2019-06-15",7700059,1
"2019-06-15",8000048,1
"2019-06-15",8000061,1
"2019-06-15",8600011,1
"2019-06-15",8600021,1
"2019-06-15",8700005,1
"2019-06-15",9011,1
"2019-06-15",9059,1
"2019-06-15",9101,1
"2019-06-15",9102,1
"2019-06-16",9008,422
"2019-06-16",6012,288
"2019-06-16",2106,116
"2019-06-16",1050,112
"2019-06-16",1804,85
"2019-06-16",7100023,79
"2019-06-16",6011,68
"2019-06-16",6013,64
"2019-06-16",7100022,51
"2019-06-16",7300014,45
"2019-06-16",1600,41
"2019-06-16",1700,37
"2019-06-16",20002,35
"2019-06-16",20000,33
"2019-06-16",2100,32
"2019-06-16",7100036,32
"2019-06-16",20006,31
"2019-06-16",7300024,30
"2019-06-16",1052,29
"2019-06-16",30000,29
"2019-06-16",7900006,29
"2019-06-16",7100021,28
"2019-06-16",7300001,27
"2019-06-16",8700017,26
"2019-06-16",8800008,26
"2019-06-16",6020,25
"2019-06-16",8700020,24
"2019-06-16",2064,23
"2019-06-16",7300015,20
"2019-06-16",8000012,20
"2019-06-16",8000043,20
"2019-06-16",9058,20
"2019-06-16",7700048,19
"2019-06-16",8000013,19
"2019-06-16",8000045,19
"2019-06-16",2604,18
"2019-06-16",7100033,17
"2019-06-16",8000007,17
"2019-06-16",7100079,16
"2019-06-16",7700020,13
"2019-06-16",9010,12
"2019-06-16",6508,11
"2019-06-16",7700016,10
"2019-06-16",7700017,10
"2019-06-16",8000001,10
"2019-06-16",9049,10
"2019-06-16",6522,9
"2019-06-16",7100055,9
"2019-06-16",7100075,9
"2019-06-16",2612,8
"2019-06-16",6000072,8
"2019-06-16",7300018,8
"2019-06-16",7100056,7
"2019-06-16",7100057,7
"2019-06-16",8000032,7
"2019-06-16",8000047,7
"2019-06-16",2050,6
"2019-06-16",5000074,6
"2019-06-16",6017,6
"2019-06-16",7100060,6
"2019-06-16",7100061,6
"2019-06-16",6019,5
"2019-06-16",8800001,5
"2019-06-16",8800010,5
"2019-06-16",9103,5
"2019-06-16",5000413,4
"2019-06-16",7100078,4
"2019-06-16",7700019,4
"2019-06-16",7700050,4
"2019-06-16",9052,4
"2019-06-16",9105,4
"2019-06-16",9106,4
"2019-06-16",2610,3
"2019-06-16",27001,3
"2019-06-16",7300016,3
"2019-06-16",7700058,3
"2019-06-16",7700062,3
"2019-06-16",8000037,3
"2019-06-16",9011,3
"2019-06-16",9014,3
"2019-06-16",2602,2
"2019-06-16",7100058,2
"2019-06-16",7100062,2
"2019-06-16",7100074,2
"2019-06-16",7100076,2
"2019-06-16",7700021,2
"2019-06-16",8000040,2
"2019-06-16",8000041,2
"2019-06-16",8000046,2
"2019-06-16",8000061,2
"2019-06-16",8800002,2
"2019-06-16",9013,2
"2019-06-16",1806,1
"2019-06-16",2700,1
"2019-06-16",3102,1
"2019-06-16",6021,1
"2019-06-16",7100059,1
"2019-06-16",7700056,1
"2019-06-16",7700059,1
"2019-06-16",7700061,1
"2019-06-16",8000048,1
"2019-06-16",8600002,1
"2019-06-16",8600010,1
"2019-06-16",8700006,1
"2019-06-16",9055,1
"2019-06-17",9008,300
"2019-06-17",6012,215
"2019-06-17",1050,72
"2019-06-17",2106,67
"2019-06-17",7100023,67
"2019-06-17",1804,51
"2019-06-17",7100022,49
"2019-06-17",6011,45
"2019-06-17",6013,33
"2019-06-17",7100021,30
"2019-06-17",1700,23
"2019-06-17",20002,21
"2019-06-17",7100036,21
"2019-06-17",1600,18
"2019-06-17",2700,18
"2019-06-17",8000007,18
"2019-06-17",8800008,18
"2019-06-17",2100,17
"2019-06-17",8000012,17
"2019-06-17",8000043,17
"2019-06-17",20000,16
"2019-06-17",6020,16
"2019-06-17",7300014,16
"2019-06-17",20006,14
"2019-06-17",7300001,14
"2019-06-17",7300015,14
"2019-06-17",8000013,13
"2019-06-17",2064,12
"2019-06-17",7100033,12
"2019-06-17",7100079,12
"2019-06-17",7300024,12
"2019-06-17",8000001,12
"2019-06-17",8000045,12
"2019-06-17",1052,11
"2019-06-17",7100078,10
"2019-06-17",30000,9
"2019-06-17",7900006,9
"2019-06-17",8700017,9
"2019-06-17",8700020,9
"2019-06-17",7100061,8
"2019-06-17",7700020,8
"2019-06-17",7100057,7
"2019-06-17",7300018,7
"2019-06-17",7700017,7
"2019-06-17",9010,7
"2019-06-17",2604,6
"2019-06-17",6508,6
"2019-06-17",7100060,6
"2019-06-17",7100075,6
"2019-06-17",2612,5
"2019-06-17",6522,5
"2019-06-17",7100056,5
"2019-06-17",7700048,5
"2019-06-17",8800001,5
"2019-06-17",8800010,5
"2019-06-17",9049,5
"2019-06-17",9058,5
"2019-06-17",6000072,4
"2019-06-17",7100058,4
"2019-06-17",9013,4
"2019-06-17",2602,3
"2019-06-17",2610,3
"2019-06-17",5000074,3
"2019-06-17",6017,3
"2019-06-17",7100055,3
"2019-06-17",7100074,3
"2019-06-17",7300016,3
"2019-06-17",7700016,3
"2019-06-17",7700019,3
"2019-06-17",8600010,3
"2019-06-17",9052,3
"2019-06-17",9106,3
"2019-06-17",1806,2
"2019-06-17",5000413,2
"2019-06-17",6019,2
"2019-06-17",7100076,2
"2019-06-17",7700021,2
"2019-06-17",7700050,2
"2019-06-17",8000032,2
"2019-06-17",8600016,2
"2019-06-17",8800002,2
"2019-06-17",27002,1
"2019-06-17",6021,1
"2019-06-17",7100062,1
"2019-06-17",7700059,1
"2019-06-17",8000037,1
"2019-06-17",8000040,1
"2019-06-17",8000046,1
"2019-06-17",8000047,1
"2019-06-17",8700004,1
"2019-06-17",9011,1
"2019-06-17",9014,1
"2019-06-17",9103,1
"2019-06-18",9008,320
"2019-06-18",6012,221
"2019-06-18",2106,63
"2019-06-18",1050,61
"2019-06-18",7100023,58
"2019-06-18",7100022,55
"2019-06-18",6011,54
"2019-06-18",1804,44
"2019-06-18",6013,41
"2019-06-18",2700,40
"2019-06-18",1700,30
"2019-06-18",7100036,30
"2019-06-18",8000007,27
"2019-06-18",8800008,25
"2019-06-18",7100021,20
"2019-06-18",20006,19
"2019-06-18",7300024,18
"2019-06-18",8000043,18
"2019-06-18",7100033,17
"2019-06-18",20000,16
"2019-06-18",8000012,16
"2019-06-18",8000013,16
"2019-06-18",7300001,15
"2019-06-18",7300014,15
"2019-06-18",2604,14
"2019-06-18",2064,13
"2019-06-18",8000045,13
"2019-06-18",1052,12
"2019-06-18",2100,12
"2019-06-18",1600,11
"2019-06-18",6522,11
"2019-06-18",6020,10
"2019-06-18",7100057,10
"2019-06-18",7100075,10
"2019-06-18",20002,9
"2019-06-18",7300015,9
"2019-06-18",8700020,9
"2019-06-18",8800010,9
"2019-06-18",7700020,8
"2019-06-18",9013,8
"2019-06-18",30000,7
"2019-06-18",7100079,7
"2019-06-18",7700016,7
"2019-06-18",7900006,7
"2019-06-18",8000001,7
"2019-06-18",20008,6
"2019-06-18",5000413,6
"2019-06-18",6017,6
"2019-06-18",7100061,6
"2019-06-18",7700048,6
"2019-06-18",6508,5
"2019-06-18",7100074,5
"2019-06-18",7100078,5
"2019-06-18",8700017,5
"2019-06-18",9058,5
"2019-06-18",9106,5
"2019-06-18",2612,4
"2019-06-18",6019,4
"2019-06-18",6021,4
"2019-06-18",7100060,4
"2019-06-18",7700019,4
"2019-06-18",9010,4
"2019-06-18",9049,4
"2019-06-18",7100055,3
"2019-06-18",7300018,3
"2019-06-18",8000032,3
"2019-06-18",9052,3
"2019-06-18",9103,3
"2019-06-18",2050,2
"2019-06-18",5000074,2
"2019-06-18",5000891,2
"2019-06-18",6000072,2
"2019-06-18",6018,2
"2019-06-18",7100056,2
"2019-06-18",7100076,2
"2019-06-18",7300016,2
"2019-06-18",7700017,2
"2019-06-18",7700021,2
"2019-06-18",7700057,2
"2019-06-18",8000040,2
"2019-06-18",8000047,2
"2019-06-18",9011,2
"2019-06-18",9105,2
"2019-06-18",1806,1
"2019-06-18",2602,1
"2019-06-18",2606,1
"2019-06-18",2610,1
"2019-06-18",2614,1
"2019-06-18",27001,1
"2019-06-18",7100058,1
"2019-06-18",7100059,1
"2019-06-18",7100062,1
"2019-06-18",7700061,1
"2019-06-18",8000037,1
"2019-06-18",8000041,1
"2019-06-18",8000049,1
"2019-06-18",8000061,1
"2019-06-18",8600009,1
"2019-06-18",8600010,1
"2019-06-18",8600016,1
"2019-06-18",8700004,1
"2019-06-18",8700006,1
"2019-06-18",8700010,1
"2019-06-18",8800002,1
"2019-06-19",9008,435
"2019-06-19",6012,289
"2019-06-19",1050,102
"2019-06-19",2106,86
"2019-06-19",7100023,77
"2019-06-19",1804,76
"2019-06-19",6013,70
"2019-06-19",6011,63
"2019-06-19",1700,46
"2019-06-19",7100022,45
"2019-06-19",7100036,41
"2019-06-19",8800008,38
"2019-06-19",7300014,33
"2019-06-19",7300024,33
"2019-06-19",8000045,33
"2019-06-19",6020,31
"2019-06-19",8000007,30
"2019-06-19",7300001,26
"2019-06-19",1052,24
"2019-06-19",2064,24
"2019-06-19",2100,22
"2019-06-19",6522,21
"2019-06-19",7300015,20
"2019-06-19",7100079,19
"2019-06-19",8000043,19
"2019-06-19",20006,18
"2019-06-19",30000,18
"2019-06-19",7100021,18
"2019-06-19",7900006,18
"2019-06-19",8000012,18
"2019-06-19",8000013,18
"2019-06-19",7100033,17
"2019-06-19",20002,16
"2019-06-19",2604,15
"2019-06-19",7100061,15
"2019-06-19",7100075,14
"2019-06-19",9058,14
"2019-06-19",7700020,13
"2019-06-19",20000,12
"2019-06-19",8000001,11
"2019-06-19",8700020,11
"2019-06-19",7100057,10
"2019-06-19",9103,10
"2019-06-19",1600,9
"2019-06-19",7700048,9
"2019-06-19",8800010,9
"2019-06-19",9010,9
"2019-06-19",2612,8
"2019-06-19",6508,8
"2019-06-19",7100060,8
"2019-06-19",8000032,8
"2019-06-19",9013,8
"2019-06-19",7100055,7
"2019-06-19",7100074,7
"2019-06-19",7700016,7
"2019-06-19",7700050,7
"2019-06-19",2610,6
"2019-06-19",5000891,6
"2019-06-19",7100056,6
"2019-06-19",7300018,6
"2019-06-19",8700017,6
"2019-06-19",9106,6
"2019-06-19",2050,5
"2019-06-19",2602,5
"2019-06-19",5000413,5
"2019-06-19",6017,5
"2019-06-19",6019,5
"2019-06-19",7100078,5
"2019-06-19",7700071,5
"2019-06-19",6018,4
"2019-06-19",7100058,4
"2019-06-19",7700017,4
"2019-06-19",7700049,4
"2019-06-19",8000037,4
"2019-06-19",8800001,4
"2019-06-19",9049,4
"2019-06-19",9052,4
"2019-06-19",20008,3
"2019-06-19",6000072,3
"2019-06-19",6021,3
"2019-06-19",7700019,3
"2019-06-19",8000040,3
"2019-06-19",8000047,3
"2019-06-19",8600010,3
"2019-06-19",27001,2
"2019-06-19",27002,2
"2019-06-19",7100059,2
"2019-06-19",7300016,2
"2019-06-19",7700058,2
"2019-06-19",8000048,2
"2019-06-19",8800002,2
"2019-06-19",9011,2
"2019-06-19",9105,2
"2019-06-19",2606,1
"2019-06-19",2614,1
"2019-06-19",2700,1
"2019-06-19",3102,1
"2019-06-19",5000074,1
"2019-06-19",7100062,1
"2019-06-19",7100076,1
"2019-06-19",7300022,1
"2019-06-19",7700021,1
"2019-06-19",7700055,1
"2019-06-19",8000041,1
"2019-06-19",8000061,1
"2019-06-19",8700001,1
"2019-06-19",8700010,1
"2019-06-19",8700012,1
"2019-06-19",8700019,1
"2019-06-19",9059,1
"2019-06-19",9102,1
"2019-06-20",9008,509
"2019-06-20",6012,370
"2019-06-20",2106,119
"2019-06-20",1804,109
"2019-06-20",1050,105
"2019-06-20",7100023,96
"2019-06-20",6011,84
"2019-06-20",6013,55
"2019-06-20",7300014,52
"2019-06-20",7100022,46
"2019-06-20",1700,41
"2019-06-20",2100,37
"2019-06-20",7300024,37
"2019-06-20",8000007,37
"2019-06-20",30000,34
"2019-06-20",7900006,34
"2019-06-20",7100036,33
"2019-06-20",7300001,33
"2019-06-20",8000013,30
"2019-06-20",8800008,30
"2019-06-20",1052,28
"2019-06-20",6020,28
"2019-06-20",20000,27
"2019-06-20",20006,27
"2019-06-20",9058,27
"2019-06-20",20002,25
"2019-06-20",2604,22
"2019-06-20",7700020,22
"2019-06-20",8700020,22
"2019-06-20",8000012,20
"2019-06-20",2064,19
"2019-06-20",7100021,19
"2019-06-20",8000045,19
"2019-06-20",1600,18
"2019-06-20",8700017,18
"2019-06-20",7100033,17
"2019-06-20",8000001,17
"2019-06-20",5000413,16
"2019-06-20",7100079,15
"2019-06-20",2602,14
"2019-06-20",8000043,14
